Nama,Rating,Tanggal,Ulasan
Sunah,9.7,03/02/2023,"Kamarnya sangat bersih dan nyaman, staf hotel adalah orang yang sangat baik, sangat membantu."
Mohammad W. B. A.,9.7,08/29/2022,"Ini adalah kunjungan kesepuluh saya di Astons Hotel and Residence sejak hari pertama dibuka di Batam. Stafnya ramah, kamar bersih dengan tempat tidur dan bantal yang nyaman. Bagian terbaiknya adalah sajian sarapan yang mewah. Hotel pilihan untuk liburan singkat di Batam."
Mohammad W. B. A.,9.7,08/01/2022,Kamar yang nyaman dan tempat tidur yang nyaman. Penyebaran sarapan sumptous.
Mohammad W. B. A.,9.7,08/29/2022,"Ini adalah kunjungan kesepuluh saya di Astons Hotel and Residence sejak hari pertama dibuka di Batam. Stafnya ramah, kamar bersih dengan tempat tidur dan bantal yang nyaman. Bagian terbaiknya adalah sajian sarapan yang mewah. Hotel pilihan untuk liburan singkat di Batam."
Mohammad W. B. A.,9.7,08/01/2022,Kamar yang nyaman dan tempat tidur yang nyaman. Penyebaran sarapan sumptous.
Mario J.,9.7,12/29/2021,Itu bagus dan nyaman. Staf ramah dan responsif. ?.
Mario J.,9.7,12/29/2021,"Ruangan itu sangat bagus, nyaman. FD, HK dan Engineering juga sangat responsif. Saya punya masalah dengan tempat tidur saya sekitar jam 11 malam, mereka langsung memperbaikinya. Sedikit komplain pas sarapan, kebanyakan nasinya keras, menurut saya masaknya tidak merata, akhirnya nasinya tidak dimakan. Tapi secara keseluruhan ini adalah pengalaman yang menyenangkan. Terima kasih."
Mario J.,9.7,12/29/2021,Itu bagus dan nyaman. Staf ramah dan responsif. ?.
Mario J.,9.7,12/29/2021,"Ruangan itu sangat bagus, nyaman. FD, HK dan Engineering juga sangat responsif. Saya punya masalah dengan tempat tidur saya sekitar jam 11 malam, mereka langsung memperbaikinya. Sedikit komplain pas sarapan, kebanyakan nasinya keras, menurut saya masaknya tidak merata, akhirnya nasinya tidak dimakan. Tapi secara keseluruhan ini adalah pengalaman yang menyenangkan. Terima kasih."
Ismail D.,9.7,07/14/2021,"Meja depan cepat, mereka menyiapkan saya sarapan dalam paket ketika saya harus check out jam 5.00 pagi. Ini bagus? Menyukai itu."
Ismail D.,9.7,07/14/2021,"Meja depan cepat, mereka menyiapkan saya sarapan dalam paket ketika saya harus check out jam 5.00 pagi. Ini bagus? Menyukai itu."
Hendra A. P.,9.7,12/15/2020,Semuanya bagus. Hanya perlu meningkatkan variasi sarapan
Mariya M.,9.7,12/03/2020,"Hotel ini adalah tempat yang tepat untuk segala jenis aktivitas keluarga, dikelilingi oleh makanan jalanan yang melimpah"
Predi K.,9.7,11/02/2020,"Kamar bagus, kamar bersih dan kamar nyaman."
Hendra A. P.,9.7,12/15/2020,Semuanya bagus. Hanya perlu meningkatkan variasi sarapan
Mariya M.,9.7,12/03/2020,"Hotel ini adalah tempat yang tepat untuk segala jenis aktivitas keluarga, dikelilingi oleh makanan jalanan yang melimpah"
Predi K.,9.7,11/02/2020,"Kamar bagus, kamar bersih dan kamar nyaman."
Febby W.,9.7,01/03/2019,Staf ramah hotel yang luar biasa bagus. Kamar besar (saya menginap di kamar deluxe twin) dengan bathtub keren. Secara keseluruhan bagus dapat tinggal di hotel ini terutama di malam tahun baru.
Muhammad I. S.,9.7,11/21/2018,"lokasi dekat dari nagoya, kamar sangat bersih dan nyaman untuk dan staf sangat ramah"
Febby W.,9.7,01/03/2019,Staf ramah hotel yang luar biasa bagus. Kamar besar (saya menginap di kamar deluxe twin) dengan bathtub keren. Secara keseluruhan bagus dapat tinggal di hotel ini terutama di malam tahun baru.
Muhammad I. S.,9.7,11/21/2018,"lokasi dekat dari nagoya, kamar sangat bersih dan nyaman untuk dan staf sangat ramah"
Yunita P.,9.7,10/01/2018,Saya sangat menikmati menginap di aston batam. Tempat tidur sangat bagus. Kamar mandi untuk kamar deluxe menyediakan bathtub. Aku menyukainya! ruang lobi dan sarapan besar. mereka juga memiliki layanan penjemputan / pengiriman ke / dari bandara / pelabuhan dengan biaya tambahan.
simpletraveller,9.7,08/07/2018,"Itu adalah pengalaman yang menyenangkan untuk tinggal di Aston Batam. Kamarnya sangat nyaman dengan banyak bantal empuk, yang sangat saya sukai. Para staf sangat ramah dan membantu dengan layanan mereka. Singkatnya, Anda harus tinggal di sini saat berada di Batam."
Yunita P.,9.7,10/01/2018,Saya sangat menikmati menginap di aston batam. Tempat tidur sangat bagus. Kamar mandi untuk kamar deluxe menyediakan bathtub. Aku menyukainya! ruang lobi dan sarapan besar. mereka juga memiliki layanan penjemputan / pengiriman ke / dari bandara / pelabuhan dengan biaya tambahan.
simpletraveller,9.7,08/07/2018,"Itu adalah pengalaman yang menyenangkan untuk tinggal di Aston Batam. Kamarnya sangat nyaman dengan banyak bantal empuk, yang sangat saya sukai. Para staf sangat ramah dan membantu dengan layanan mereka. Singkatnya, Anda harus tinggal di sini saat berada di Batam."
Andi M.,9.7,06/09/2018,Saya selalu senang tinggal di sini selama kunjungan saya ke batam.
Andi M.,9.7,06/09/2018,Saya selalu senang tinggal di sini selama kunjungan saya ke batam.
Rysna A.,9.7,04/24/2018,Layanan dan akomodasi sangat baik
Desy K. S.,9.7,04/12/2018,"Itu adalah pengalaman hebat. Sangat nyaman, semua permintaan saya terpenuhi segera. Staf sangat baik. Dan mereka memiliki bak mandi! Anda masih dapat meningkatkan hidangan utama sarapan Anda, sebagian besar rasanya agak hambar. Tapi secara keseluruhan, saya sangat suka tinggal di sini!"
Moza M.,9.7,03/09/2018,"Hotel terbaik di batam. Ruangan itu bersih, staf sangat ramah dan profesional dan makanan yang fantastis. Sangat merekomendasikan untuk tinggal di sini lagi"
Rysna A.,9.7,04/24/2018,Layanan dan akomodasi sangat baik
Desy K. S.,9.7,04/12/2018,"Itu adalah pengalaman hebat. Sangat nyaman, semua permintaan saya terpenuhi segera. Staf sangat baik. Dan mereka memiliki bak mandi! Anda masih dapat meningkatkan hidangan utama sarapan Anda, sebagian besar rasanya agak hambar. Tapi secara keseluruhan, saya sangat suka tinggal di sini!"
Moza M.,9.7,03/09/2018,"Hotel terbaik di batam. Ruangan itu bersih, staf sangat ramah dan profesional dan makanan yang fantastis. Sangat merekomendasikan untuk tinggal di sini lagi"
Robin T.,9.7,11/21/2017,Hotel ini bagus tapi transportasi sulit ditemukan
Desi g.,9.7,11/13/2017,"Hotel yang bagus dan pelayanan prima, semuanya baik-baik saja"
Robin T.,9.7,11/21/2017,Hotel ini bagus tapi transportasi sulit ditemukan
Desi g.,9.7,11/13/2017,"Hotel yang bagus dan pelayanan prima, semuanya baik-baik saja"
ymohd f. b. m. a. f.,9.7,11/06/2017,Hotel sekarang sepenuhnya siap untuk menikmati fasilitas hotel. Tapi staf yang ramah membuat hari saya.
doddy n.,9.7,10/29/2017,Atas semua baik tapi pemandangan dari ruangan tidak terlalu bagus
calvin c.,9.7,10/10/2017,Hotel yang bagus harus mencoba sup buntut. Akan kembali suatu hari nanti
Mohammad W. B. A.,9.7,10/04/2017,"Hotel baru di Batam, tempat tidur nyaman dan bantal. Sarapan enak menyebar."
ymohd f. b. m. a. f.,9.7,11/06/2017,Hotel sekarang sepenuhnya siap untuk menikmati fasilitas hotel. Tapi staf yang ramah membuat hari saya.
doddy n.,9.7,10/29/2017,Atas semua baik tapi pemandangan dari ruangan tidak terlalu bagus
calvin c.,9.7,10/10/2017,Hotel yang bagus harus mencoba sup buntut. Akan kembali suatu hari nanti
Mohammad W. B. A.,9.7,10/04/2017,"Hotel baru di Batam, tempat tidur nyaman dan bantal. Sarapan enak menyebar."
Iman I.,9.7,09/28/2020,"Nice place for self getaways in pandemic situation, breakfast need more variant. Room so comfortable, easy access &check in. I love the bathtub."
Iman I.,9.7,09/28/2020,"Nice place for self getaways in pandemic situation, breakfast need more variant. Room so comfortable, easy access &check in. I love the bathtub."
Yoseph A. P.,9.6,12/05/2022,Menu sarapan pagi cukup bervariasi. Tapi sayangnya makanannya dingin.
Yoseph A. P.,9.6,12/05/2022,Menu sarapan pagi cukup bervariasi. Tapi sayangnya makanannya dingin.
Endang,9.6,07/04/2021,"Staf ramah, makanan lengkap tapi rasa kurang menurut saya. Room luas dan bersih. Lobby luas, Deket kmna-kmna. Tapi sepertinya roomnya kurang kedap suara. Jadi sepanjang koridor kita bisa dnger suara tv dan ngobrol setiap ruangan yang terisi. Untuk yang belum pernah, boleh dicobalah nginep di sini.?. Thank u Aston batam"
Endang,9.6,07/04/2021,"Staf ramah, makanan lengkap tapi rasa kurang menurut saya. Room luas dan bersih. Lobby luas, Deket kmna-kmna. Tapi sepertinya roomnya kurang kedap suara. Jadi sepanjang koridor kita bisa dnger suara tv dan ngobrol setiap ruangan yang terisi. Untuk yang belum pernah, boleh dicobalah nginep di sini.?. Thank u Aston batam"
Ruby K. M. P.,9.6,10/04/2020,"Katanya sih di upgrade ke bagian apartment dengan alasan hotel sudah penuh, padahal saya tahu itu teknik perhotelan kalau kita beli yang diskonan. Agak kecewa sih, buffet breakfastnya juga hambar. Kalah sama buffet bintang 2 dan bintang 3, but so far pelayanannya sangat baik dan itu bagus."
Ruby K. M. P.,9.6,10/04/2020,"Katanya sih di upgrade ke bagian apartment dengan alasan hotel sudah penuh, padahal saya tahu itu teknik perhotelan kalau kita beli yang diskonan. Agak kecewa sih, buffet breakfastnya juga hambar. Kalah sama buffet bintang 2 dan bintang 3, but so far pelayanannya sangat baik dan itu bagus."
edy r.,9.6,10/29/2018,"Proses check-in check-out lumayan cepat, pelayanannya sangat baik, servisnya memuaskan, keadaan kamarnya sangat oke, sayang makanan utamanya banyak asin."
edy r.,9.6,10/29/2018,"Proses check-in check-out lumayan cepat, pelayanannya sangat baik, servisnya memuaskan, keadaan kamarnya sangat oke, sayang makanan utamanya banyak asin."
OK Muhammad I. I.,9.6,06/03/2018,"Kamar luas, bersih, harum. Untuk menu sahur mohon jadi perhatian karena tidak banyak variasi dan itu itu saja menunya selama 2 malam. Overall harga pantas untuk kamar tapi minus untuk sahur di bulan Ramadhan."
OK Muhammad I. I.,9.6,06/03/2018,"Kamar luas, bersih, harum. Untuk menu sahur mohon jadi perhatian karena tidak banyak variasi dan itu itu saja menunya selama 2 malam. Overall harga pantas untuk kamar tapi minus untuk sahur di bulan Ramadhan."
Ferani N.,9.4,04/20/2023,"Suite room nya bikin nyaman banget karena luas, anak-anak leluasa main but karena lokasinya tepat disebrang jalan raya jadi tiap malam kedengaran suara knalpot motor or mobil yang kenceng banget sampe buat anak-anak terganggu. But the hotel my favorite place to come back again."
Jeanie,9.4,03/06/2023,Untuk kamar nyaman dan bersih. Tetapi sekitarnya masih sedikit untuk cari makanan.
Ngadimin N.,9.4,02/03/2023,Menu sarapan kurang menarik dan mewah.
Ngadimin N.,9.4,02/03/2023,Menu sarapan kurang menarik dan mewah.
Denny K.,9.4,07/07/2022,Awalnya saat cek in sempat berargumen dikarenakan kamar yang diminta (non smoking) tidak tersedia. Tetapi setelah beberapa menit kemudian kami ditawarin upgrade free menjadi 2 kamar terkoneksi. Cukup puas lah untuk keseluruhannya. Staff nya semua ramah ramah. Bagus lah. Menyenangkan. Terima kasih untuk keseluruhan.
Denny K.,9.4,07/07/2022,Awalnya saat cek in sempat berargumen dikarenakan kamar yang diminta (non smoking) tidak tersedia. Tetapi setelah beberapa menit kemudian kami ditawarin upgrade free menjadi 2 kamar terkoneksi. Cukup puas lah untuk keseluruhannya. Staff nya semua ramah ramah. Bagus lah. Menyenangkan. Terima kasih untuk keseluruhan.
Maryam A.,9.4,05/08/2022,Kedua kalinya di aston. Proses cek in cek out gampang. Breakfast enak. Kamar bersih.
Maryam A.,9.4,05/08/2022,Kedua kalinya di aston. Proses cek in cek out gampang. Breakfast enak. Kamar bersih.
bakarudin w.,9.4,04/19/2022,"Kamarnya cukup luas dan bersih. Pelayanan juga baik, namun breakfast nya kurang enak saja, apalagi buah buahannya cuma di beri 3 potong (pepaya 1 potong, semangka 1 potong dan melon 1. Potong kecil lagi potongannya)."
bakarudin w.,9.4,04/19/2022,"Kamarnya cukup luas dan bersih. Pelayanan juga baik, namun breakfast nya kurang enak saja, apalagi buah buahannya cuma di beri 3 potong (pepaya 1 potong, semangka 1 potong dan melon 1. Potong kecil lagi potongannya)."
yossie,9.4,02/21/2022,Tipe kamar yang saya ambil apartemen dengan 2 kamar tidur dan luas. Kebersihan ruangan cukup hanya perlu ditingkatan kebersihannya di bagian lorong lantai apartemen karena terlihat sampah berserakan. Pelayanan staff cukup membantu para traveler yang baru pertama kali datang ke batam dan cukup ramah.
yossie,9.4,02/21/2022,Tipe kamar yang saya ambil apartemen dengan 2 kamar tidur dan luas. Kebersihan ruangan cukup hanya perlu ditingkatan kebersihannya di bagian lorong lantai apartemen karena terlihat sampah berserakan. Pelayanan staff cukup membantu para traveler yang baru pertama kali datang ke batam dan cukup ramah.
furry a. s.,9.4,12/14/2021,"Hotel yang sangat nyaman, sarapan variatif, kolam renang bersih"
Rifki A.,9.4,12/06/2021,"Pelayanan ramah, kondisi kamar rapi dan cukup besar, makanannya banyak variasi dan tempatnya nyanan."
furry a. s.,9.4,12/14/2021,"Hotel yang sangat nyaman, sarapan variatif, kolam renang bersih"
Rifki A.,9.4,12/06/2021,"Pelayanan ramah, kondisi kamar rapi dan cukup besar, makanannya banyak variasi dan tempatnya nyanan."
Fauziah,9.4,10/07/2021,"Pelayanan dan room yang bersih,"
Suryandani,9.4,Profil ini privat.,"Ini yang ke-2 kalinya kami tinggal di aston batam. Pertama nginap males kasih review karena banyak dapet pelayanan yang gak enak, mulai pertama dateng sampe pulang. Nah kali ini bener-bener kasi jempol deh, di kasih free upgrade + pelayanan yang baik banget dari mulai masuk sampe pulang. Banyak cerita menyenangkan yang tak bisa diungkapkan. Kali ini kasi ? buat aston batam."
Fauziah,9.4,10/07/2021,"Pelayanan dan room yang bersih,"
Suryandani,9.4,Profil ini privat.,"Ini yang ke-2 kalinya kami tinggal di aston batam. Pertama nginap males kasih review karena banyak dapet pelayanan yang gak enak, mulai pertama dateng sampe pulang. Nah kali ini bener-bener kasi jempol deh, di kasih free upgrade + pelayanan yang baik banget dari mulai masuk sampe pulang. Banyak cerita menyenangkan yang tak bisa diungkapkan. Kali ini kasi ? buat aston batam."
Meri S.,9.4,07/22/2021,Pelayanan bagus dan sangat baik.
Meri S.,9.4,07/22/2021,Pelayanan bagus dan sangat baik.
sattria,9.4,04/19/2021,"Sangat nyaman dengan ruangan dan fasilitasnya, sarapan y nikmat dan kasur bantal yang empuk."
sattria,9.4,04/19/2021,"Sangat nyaman dengan ruangan dan fasilitasnya, sarapan y nikmat dan kasur bantal yang empuk."
Julia Y.,9.4,01/01/2021,"Good service! tidak sempat sarapan, bersih."
Julia Y.,9.4,01/01/2021,"Good service! tidak sempat sarapan, bersih."
Muhamad T.,9.4,12/28/2020,"Pelayanannya sangat memuaskan dan semoga bisa meningkat lagi kualitasnya. Hanya saja kulkas dalam kamar rusak, alangkah baiknya diperbaiki atau dikeluarkan saja dari kamar."
Muhammad A.,9.4,12/27/2020,"Pelayanannya ramah, sempat AC kamar kurang dingin dan direspon cepat untuk perbaikan AC dan akhirnya disuruh pindah kamar."
Muhamad T.,9.4,12/28/2020,"Pelayanannya sangat memuaskan dan semoga bisa meningkat lagi kualitasnya. Hanya saja kulkas dalam kamar rusak, alangkah baiknya diperbaiki atau dikeluarkan saja dari kamar."
Muhammad A.,9.4,12/27/2020,"Pelayanannya ramah, sempat AC kamar kurang dingin dan direspon cepat untuk perbaikan AC dan akhirnya disuruh pindah kamar."
Makmur A.,9.4,12/05/2020,
Makmur A.,9.4,12/05/2020,
Epan A. P.,9.4,11/11/2020,"Protokol kesehatan benar-benar dijalankan, dari mulai masuk hotel sampai di restaurant pun makanan diambilin oleh staf, tamu tidak menyentuh peralatan secara bergantian."
Epan A. P.,9.4,11/11/2020,"Protokol kesehatan benar-benar dijalankan, dari mulai masuk hotel sampai di restaurant pun makanan diambilin oleh staf, tamu tidak menyentuh peralatan secara bergantian."
Yopie B. S.,9.4,09/18/2020,"Kamar sangat nyaman dan bersih, karena covid sehingga sarapan tidak bisa ambil sendiri, tapi it's oke, nungkin karena prosedur selama pandemi seperti itu. Recommended banget."
Yopie B. S.,9.4,09/18/2020,"Kamar sangat nyaman dan bersih, karena covid sehingga sarapan tidak bisa ambil sendiri, tapi it's oke, nungkin karena prosedur selama pandemi seperti itu. Recommended banget."
Martono,9.4,08/20/2020,"Hotel aston nyaman, bersih dan tenang."
Martono,9.4,08/20/2020,"Hotel aston nyaman, bersih dan tenang."
Nonie,9.4,08/07/2020,
Nonie,9.4,08/07/2020,
Lydia A.,9.4,02/10/2020,"Hotelnya bagus, strategis karena dekat dengan nagoya hill, pelayanannya ramah baik dari receptionist maupun office boy, kamar sesuai dengan foto dan deskripsi. Sarapannya bervariasi makanan dan minumannya cuma nasi putihnya harus minta dulu ke pelayan karena waktu saya menginap cuma ada 1 menu nasi kari. Overall puas dan nyaman menginap di Aston Batam."
Lydia A.,9.4,02/10/2020,"Hotelnya bagus, strategis karena dekat dengan nagoya hill, pelayanannya ramah baik dari receptionist maupun office boy, kamar sesuai dengan foto dan deskripsi. Sarapannya bervariasi makanan dan minumannya cuma nasi putihnya harus minta dulu ke pelayan karena waktu saya menginap cuma ada 1 menu nasi kari. Overall puas dan nyaman menginap di Aston Batam."
Rifai A.,9.4,10/07/2019,"Hotelnya bagus, bersih dan nyaman, pokoknya saya recommended lah, cocok buat liburan maupun urusan bisnis."
Rifai A.,9.4,10/07/2019,"Hotelnya bagus, bersih dan nyaman, pokoknya saya recommended lah, cocok buat liburan maupun urusan bisnis."
Siti P. F.,9.4,01/28/2019,
djokianto,9.4,01/01/2019,Hotel bersih karena masih baru.
Siti P. F.,9.4,01/28/2019,
djokianto,9.4,01/01/2019,Hotel bersih karena masih baru.
Dinda L. R.,9.4,12/04/2018,"(ingi ko harga aston bakal jadi pilihan terbaik untuk menginap selama di batam terutama di sekitaran Nagoya (Soalnya banyak banget hotel di daerah situ dengan service). Kemarin kesempatan ambil kamar suite. kamarnya luas, bathroom-nya juga super luas. yang paling kita suka, Bantal yang di tempat tidur entah kenapa nyaman banget, beda dengan hotel lainnya (menurut kita). Tapi mungkin karena hotel ini masih tergolong baru, kamarnya masih sedikit bikin perih di mata, seperti bau kayu baru atau bau lem. Makanan di restoran rasanya lumayan, tapi menunya kurang bervariasi."
Dinda L. R.,9.4,12/04/2018,"(ingi ko harga aston bakal jadi pilihan terbaik untuk menginap selama di batam terutama di sekitaran Nagoya (Soalnya banyak banget hotel di daerah situ dengan service). Kemarin kesempatan ambil kamar suite. kamarnya luas, bathroom-nya juga super luas. yang paling kita suka, Bantal yang di tempat tidur entah kenapa nyaman banget, beda dengan hotel lainnya (menurut kita). Tapi mungkin karena hotel ini masih tergolong baru, kamarnya masih sedikit bikin perih di mata, seperti bau kayu baru atau bau lem. Makanan di restoran rasanya lumayan, tapi menunya kurang bervariasi."
debby y. p.,9.4,10/18/2018,Sangat menyenangkan. Puas sama kamar plus pelayanan.
debby y. p.,9.4,10/18/2018,Sangat menyenangkan. Puas sama kamar plus pelayanan.
Eko P.,9.4,09/09/2018,"Kamar luas dan bersih, handuknya wangi, pelayanannya ramah."
Eko P.,9.4,09/01/2018,"Kamarnya besar, bersih, handuknya wangi dan lengkap pelayanannya juga ramah."
Eko P.,9.4,09/09/2018,"Kamar luas dan bersih, handuknya wangi, pelayanannya ramah."
Eko P.,9.4,09/01/2018,"Kamarnya besar, bersih, handuknya wangi dan lengkap pelayanannya juga ramah."
Anjas H.,9.4,05/23/2018,Hotel bagus dan baru. Kamar besar dan bersih.
Medison,9.4,04/19/2018,"Lantai kamar mandinya agak licin jadi harus berhati hati pada saat mandi, Gambar Televisinya kurang bersih, selebihnya bagus"
Mulyono,9.4,04/15/2018,"Hotelnya bagus, masih baru, layanannya bagus."
Anjas H.,9.4,05/23/2018,Hotel bagus dan baru. Kamar besar dan bersih.
Medison,9.4,04/19/2018,"Lantai kamar mandinya agak licin jadi harus berhati hati pada saat mandi, Gambar Televisinya kurang bersih, selebihnya bagus"
Mulyono,9.4,04/15/2018,"Hotelnya bagus, masih baru, layanannya bagus."
raja r.,9.4,04/07/2018,"Tempatnya bagus sangat resprentatif untuk kegiatan instansi, kamarnya juga bagus dan bersih."
Hendro I.,9.4,Profil ini privat.,kamar ok punya breakfast top lokasi prima
raja r.,9.4,04/07/2018,"Tempatnya bagus sangat resprentatif untuk kegiatan instansi, kamarnya juga bagus dan bersih."
Hendro I.,9.4,Profil ini privat.,kamar ok punya breakfast top lokasi prima
sularno,9.4,03/03/2018,Hotel masih baru... bagus kamarnya.. menu sarapan ok banget
Rusyadi K.,9.4,02/13/2018,"Lokasi bagus, bersih, sesuai dengan yang diiklankan."
demsia k.,9.4,02/12/2018,"Hotel baru, bersih, nyaman, tidak jauh dari mall nagoya hills (by car 5 menit). Kamar luas, kamar mandi bersih, ada bathtub dan juga shower. Kolam renang bagus dan bersih. Kekurangannya adalah breakfast, taste nya kurang berasa jadi agak hambar, pancake nya lumayan. Staff ramah, check in cepat. Overall baik dan akan merekomendasikan hotel ini."
Rudy C.,9.4,01/29/2018,Sayang waktu kami check in cuma ada 1 receptionist. Itu saja yang kurang. yang lain mantap
sularno,9.4,03/03/2018,Hotel masih baru... bagus kamarnya.. menu sarapan ok banget
Rusyadi K.,9.4,02/13/2018,"Lokasi bagus, bersih, sesuai dengan yang diiklankan."
demsia k.,9.4,02/12/2018,"Hotel baru, bersih, nyaman, tidak jauh dari mall nagoya hills (by car 5 menit). Kamar luas, kamar mandi bersih, ada bathtub dan juga shower. Kolam renang bagus dan bersih. Kekurangannya adalah breakfast, taste nya kurang berasa jadi agak hambar, pancake nya lumayan. Staff ramah, check in cepat. Overall baik dan akan merekomendasikan hotel ini."
Rudy C.,9.4,01/29/2018,Sayang waktu kami check in cuma ada 1 receptionist. Itu saja yang kurang. yang lain mantap
Elen V.,9.4,12/21/2017,"Hotelnya bersih dan nyaman, pelayanan baik."
Agung S.,9.4,12/14/2017,"Fasilitas Bagus, Akses Mudah. Bagus hotelnya. Mohon sediakan juga kamar untuk yang merokok dong."
abdurrahman,9.4,12/08/2017,"Memuaskan, tp kolam renang yang terlihat jelas dari meja resepsionis membuat tamu tidak nyaman untuk berenang. Selebihnya top banget."
Elen V.,9.4,12/21/2017,"Hotelnya bersih dan nyaman, pelayanan baik."
Agung S.,9.4,12/14/2017,"Fasilitas Bagus, Akses Mudah. Bagus hotelnya. Mohon sediakan juga kamar untuk yang merokok dong."
abdurrahman,9.4,12/08/2017,"Memuaskan, tp kolam renang yang terlihat jelas dari meja resepsionis membuat tamu tidak nyaman untuk berenang. Selebihnya top banget."
Ivander T.,9.4,11/10/2017,"Kamarnya besar, toilet bersih dan bagus, sarapannya banyak pilihan."
Ivander T.,9.4,11/10/2017,"Kamarnya besar, toilet bersih dan bagus, sarapannya banyak pilihan."
David S. H.,9.4,11/04/2017,Nice.. Sangat memuaskan pelayanannya
ardy m.,9.4,11/02/2017,Hotel baru best design interior and lobby depannya...
susanto a.,9.4,10/28/2017,mantap aston hotel nya nyaman n lokasi strategis
David S. H.,9.4,11/04/2017,Nice.. Sangat memuaskan pelayanannya
ardy m.,9.4,11/02/2017,Hotel baru best design interior and lobby depannya...
susanto a.,9.4,10/28/2017,mantap aston hotel nya nyaman n lokasi strategis
Wahyu W.,9.4,09/20/2017,"Pelayanan baik, suasana sangat baik & sangat-sangat nyaman."
Pangihutan P.,9.4,01/10/2023,Ini hotel begu bersih dan lokasi bagus.
Wahyu W.,9.4,09/20/2017,"Pelayanan baik, suasana sangat baik & sangat-sangat nyaman."
Pangihutan P.,9.4,01/10/2023,Ini hotel begu bersih dan lokasi bagus.
Murningsih,9.4,08/30/2022,"Nyaman, nyaman buruk, bersih."
Murningsih,9.4,08/30/2022,"Nyaman, nyaman buruk, bersih."
M Fadjar K.,9.4,12/21/2021,"Kami datang di akhir pekan yang merupakan waktu sibuk untuk hotel. Ada acara dan pertemuan di hotel, jadi kami tidak nyaman dengan situasi seperti itu sebagai keluarga yang mencari tempat dan waktu santai. Kami memesan makanan untuk 1 jam lebih. Jadi kami datang pada waktu yang salah saya percaya. Dan saat kami memesan ruang keluarga, kami hanya melihat bangunan di luar jendela. Seperti yang saya inginkan, dapatkan pemandangan kota sehingga saya bisa mendapatkan beberapa foto dari aston... Hanya dalam mimpiku."
M Fadjar K.,9.4,12/21/2021,"Kami datang di akhir pekan yang merupakan waktu sibuk untuk hotel. Ada acara dan pertemuan di hotel, jadi kami tidak nyaman dengan situasi seperti itu sebagai keluarga yang mencari tempat dan waktu santai. Kami memesan makanan untuk 1 jam lebih. Jadi kami datang pada waktu yang salah saya percaya. Dan saat kami memesan ruang keluarga, kami hanya melihat bangunan di luar jendela. Seperti yang saya inginkan, dapatkan pemandangan kota sehingga saya bisa mendapatkan beberapa foto dari aston... Hanya dalam mimpiku."
Shabrina R.,9.4,02/23/2021,"Saya memesan kamar suite pada awalnya, tetapi terletak di gedung apartemen dan terlalu besar untuk saya tinggal sendirian jadi saya membuat permintaan untuk pindah ke kamar deluxe. Saya sampai jam 9 pagi dan mereka mengizinkan saya masuk kamar jam 11 pagi, terima kasih! Kamar suite sangat bagus dan luas. Apartemen ini memiliki 2 kamar mandi, ruang tamu, meja makan, dan dapur dengan beberapa peralatan memasak. Kamar deluxe memiliki bak mandi dan kotak pancuran terpisah. satu hal yang bikin saya kecewa adalah handuknya, saya dapat handuk lama dengan ujung2nya terurai ? Sarapannya mantap. Saya senang mereka menerapkan social distancing dengan baik, beberapa server sudah siap menyajikan makanan. Makanannya oke, saya sangat suka puding mangga mereka - saya sudah makan selama 2 hari ? terima kasih, Aston Batam"
Shabrina R.,9.4,02/23/2021,"Saya memesan kamar suite pada awalnya, tetapi terletak di gedung apartemen dan terlalu besar untuk saya tinggal sendirian jadi saya membuat permintaan untuk pindah ke kamar deluxe. Saya sampai jam 9 pagi dan mereka mengizinkan saya masuk kamar jam 11 pagi, terima kasih! Kamar suite sangat bagus dan luas. Apartemen ini memiliki 2 kamar mandi, ruang tamu, meja makan, dan dapur dengan beberapa peralatan memasak. Kamar deluxe memiliki bak mandi dan kotak pancuran terpisah. satu hal yang bikin saya kecewa adalah handuknya, saya dapat handuk lama dengan ujung2nya terurai ? Sarapannya mantap. Saya senang mereka menerapkan social distancing dengan baik, beberapa server sudah siap menyajikan makanan. Makanannya oke, saya sangat suka puding mangga mereka - saya sudah makan selama 2 hari ? terima kasih, Aston Batam"
Anugrah M.,9.4,12/07/2020,"Saya suka kamar triple pax yang luas, saya senang menginap di sini ..."
Ardoan A. U.,9.4,11/03/2020,Staf hotel yang ramah. Makanannya enak. Protokol kebersihan dan covid dipatuhi.
Anugrah M.,9.4,12/07/2020,"Saya suka kamar triple pax yang luas, saya senang menginap di sini ..."
Ardoan A. U.,9.4,11/03/2020,Staf hotel yang ramah. Makanannya enak. Protokol kebersihan dan covid dipatuhi.
Kaveti M. S.,9.4,05/30/2019,Pilih saja Aston Batam. Apa pun yang saya katakan dapat ditafsirkan dan mungkin kehilangan maknanya. Ini adalah nilai terbaik untuk uang.
Kaveti M. S.,9.4,05/13/2019,"Orang-orang industri jasa di Jakarta luar biasa dan saya juga merasakan hal yang sama di Batam. Hotel ini tidak terkecuali. Kamar sangat tinggi yang merupakan sesuatu yang paling saya sukai. Diminta untuk kamar di mana merokok diperbolehkan dan saya mendapatkannya. Tapi ini tidak selalu terjadi, tergantung ketersediaan seperti halnya Anda tidak bisa memilih nomor kamar."
William,9.4,04/25/2019,Hotel sempurna untuk keluarga. Makanan yang luar biasa dan dekat dengan mal bukit Nagoya
