Nama,Rating,Tanggal,Ulasan
MASRUL,6,10/06/2018,Hotel baru tapi kotor dan bau hotel besar tapi orangnya kurang sehingga saya harus angkat barang sendiri pakai troly untuk check-in dan check-out.
MASRUL,6,10/06/2018,Hotel baru tapi kotor dan bau hotel besar tapi orangnya kurang sehingga saya harus angkat barang sendiri pakai troly untuk check-in dan check-out.
sarina,6,09/30/2018,"Hotel sangat bagus, kamar luas, cuma pelayanan receptionis kurang bagus. check-in lama menunggu persediaan kamar, padahal sudah jam 6 sore, ditambah AC kamar tidak dingin."
Peik S.,6,09/25/2018,"Di website tidak dicantumkan kamar apartment, jadi saya kira pesan kamar hotel. Setelah check-in dapat kamar, setelah saya buka pintu ternyata masih ada orang pengunjung hotel, padahal saya check-in jam 17:00. Dan saya diajak untuk ke kamar apartemen, bukan kamar hotel. Saya sangat kecewa terkait kelalaian pihak hotel walaupun untuk kebersihan dan kenyamanan itu oke. Mohon kiranya dicantumkan tipe kamar hotel dan apartment dan cek lagi ketersediaan kamar."
sarina,6,09/30/2018,"Hotel sangat bagus, kamar luas, cuma pelayanan receptionis kurang bagus. check-in lama menunggu persediaan kamar, padahal sudah jam 6 sore, ditambah AC kamar tidak dingin."
Peik S.,6,09/25/2018,"Di website tidak dicantumkan kamar apartment, jadi saya kira pesan kamar hotel. Setelah check-in dapat kamar, setelah saya buka pintu ternyata masih ada orang pengunjung hotel, padahal saya check-in jam 17:00. Dan saya diajak untuk ke kamar apartemen, bukan kamar hotel. Saya sangat kecewa terkait kelalaian pihak hotel walaupun untuk kebersihan dan kenyamanan itu oke. Mohon kiranya dicantumkan tipe kamar hotel dan apartment dan cek lagi ketersediaan kamar."
Tries A. D.,6,09/13/2018,"Saya beli type premiere yang harganya lebih mahal dp type deluxe king, dengan harapan dapat fasilitas yang lebih baik. Namun kenyatanannya, saya dapat kamar di exs apartemen yang aksesnya jauh dari main lobby, yang lorongnya tidak ada fasilitas AC dan kamarnya kondisinya tidak ada karpet, tidak ada sofa, tidak ada bath tup, jadi, kesannya ini menjebak pembeli. Bagaimana bisa dengan harga yang lebih mahal dari type deluxe king tapi fasilitasnya malah down grade. Benar-benar mengecewakan. Tolong dievaluasi penawaran yang dipasang biar tidak ada customer yang mengalami nasib seperti saya. Oh ya ukuran panjang tempat tidurnya juga tidak standar, kurang dari 2.00. Selain itu tinggi lantai kamar berbeda dengan tinggi lantai koridor/selasar, hampir saja suami saya terjatuh, karena perbedaan ketinggian tidak ditandai, warna dan jenis yang lubinya sama. Ini tidak sesuai dengan standar keselamatan. Mohon menjadi perhatian manajemen hotel dan diperbaiki sebelum ada kejadian celaka pada pengunjung hotel yang lain. Terima kasih."
ronny r.,6,08/14/2018,
Tries A. D.,6,09/13/2018,"Saya beli type premiere yang harganya lebih mahal dp type deluxe king, dengan harapan dapat fasilitas yang lebih baik. Namun kenyatanannya, saya dapat kamar di exs apartemen yang aksesnya jauh dari main lobby, yang lorongnya tidak ada fasilitas AC dan kamarnya kondisinya tidak ada karpet, tidak ada sofa, tidak ada bath tup, jadi, kesannya ini menjebak pembeli. Bagaimana bisa dengan harga yang lebih mahal dari type deluxe king tapi fasilitasnya malah down grade. Benar-benar mengecewakan. Tolong dievaluasi penawaran yang dipasang biar tidak ada customer yang mengalami nasib seperti saya. Oh ya ukuran panjang tempat tidurnya juga tidak standar, kurang dari 2.00. Selain itu tinggi lantai kamar berbeda dengan tinggi lantai koridor/selasar, hampir saja suami saya terjatuh, karena perbedaan ketinggian tidak ditandai, warna dan jenis yang lubinya sama. Ini tidak sesuai dengan standar keselamatan. Mohon menjadi perhatian manajemen hotel dan diperbaiki sebelum ada kejadian celaka pada pengunjung hotel yang lain. Terima kasih."
ronny r.,6,08/14/2018,
Sahputra,6,06/16/2018,"Pas saat check-in di jadwal jam 04.00 wib tapi setelah datang harus menunggu lama, sekitar jam 16.30 baru bisa masuk kamar. Wajah staffnya juga tidak bersahabat saat check-in untuk hotel sekelas Aston. Ditambah kamar 1305 apartmennya saluran kamar mandi tidak berfungsi dengan baik sehingga membuat air menggenang kluar."
Sahputra,6,06/16/2018,"Pas saat check-in di jadwal jam 04.00 wib tapi setelah datang harus menunggu lama, sekitar jam 16.30 baru bisa masuk kamar. Wajah staffnya juga tidak bersahabat saat check-in untuk hotel sekelas Aston. Ditambah kamar 1305 apartmennya saluran kamar mandi tidak berfungsi dengan baik sehingga membuat air menggenang kluar."
yurike e. m.,6,10/26/2017,Kurang puas karena semua kamar area no smoking
yurike e. m.,6,10/26/2017,Kurang puas karena semua kamar area no smoking
Daniel T.,6,08/26/2022,"Saya ingin tinggal di Aston sejak saya melihat mereka membangunnya bertahun-tahun yang lalu. Masih cukup baru jadi fasilitas masih ok. Tapi saya menyadari bahwa staf laki-laki jauh lebih bersedia dan siap untuk melayani. Sebagian besar staf wanita tidak menunjukkan antusiasme. Hargai check-in lebih awal tetapi kamar sepertinya belum siap. Menelepon operator untuk meminta bantuan tetapi diminta untuk menghubungi nomor lain ketika dia bisa saja mentransfer saluran untuk saya. Hanya sepasang sandal, 1 sampo dan shower gel untuk 2 orang yang menginap 2 malam. Dipanggil untuk meminta bantal tambahan dan ditolak. Malam pertama saya bertemu tamu berisik di sebelah. Berbicara dan tertawa sangat keras meskipun itu adalah ""zona tenang"". Variasi sarapannya tidak terlalu banyak dan rasanya biasa saja. Diminta untuk duduk di meja yang berbeda tepat sebelum kami duduk, diberikan tetapi kursi bayi dibiarkan untuk kami bawa karena staf pergi tanpa sepatah kata pun. Lokasi, kamar dan terutama bathtub masih bagus. Mungkin ekspektasi saya terlalu tinggi."
Daniel T.,6,08/26/2022,"Saya ingin tinggal di Aston sejak saya melihat mereka membangunnya bertahun-tahun yang lalu. Masih cukup baru jadi fasilitas masih ok. Tapi saya menyadari bahwa staf laki-laki jauh lebih bersedia dan siap untuk melayani. Sebagian besar staf wanita tidak menunjukkan antusiasme. Hargai check-in lebih awal tetapi kamar sepertinya belum siap. Menelepon operator untuk meminta bantuan tetapi diminta untuk menghubungi nomor lain ketika dia bisa saja mentransfer saluran untuk saya. Hanya sepasang sandal, 1 sampo dan shower gel untuk 2 orang yang menginap 2 malam. Dipanggil untuk meminta bantal tambahan dan ditolak. Malam pertama saya bertemu tamu berisik di sebelah. Berbicara dan tertawa sangat keras meskipun itu adalah ""zona tenang"". Variasi sarapannya tidak terlalu banyak dan rasanya biasa saja. Diminta untuk duduk di meja yang berbeda tepat sebelum kami duduk, diberikan tetapi kursi bayi dibiarkan untuk kami bawa karena staf pergi tanpa sepatah kata pun. Lokasi, kamar dan terutama bathtub masih bagus. Mungkin ekspektasi saya terlalu tinggi."
Nitnit A.,6,Profil ini privat.,AC rusak.
Yulianty R. D. L.,6,09/18/2021,"Saya menginap dengan anak saya yang berumur 8 tahun, kamar tetangga saya berisik sekali sampai kami tidak bisa istirahat. Kebijakan kolam renang harus lebih ketat, dengan situasi Corona saya melihat beberapa anak pergi ke kolam renang, berenang dengan piyama atau kaos."
Nitnit A.,6,Profil ini privat.,AC rusak.
Yulianty R. D. L.,6,09/18/2021,"Saya menginap dengan anak saya yang berumur 8 tahun, kamar tetangga saya berisik sekali sampai kami tidak bisa istirahat. Kebijakan kolam renang harus lebih ketat, dengan situasi Corona saya melihat beberapa anak pergi ke kolam renang, berenang dengan piyama atau kaos."
Adilta G.,6,11/09/2020,Resepsionisnya kurang ramah adalah kesan pertama. Dapatkan kamar dengan view gedung dan tanpa informasi saat check-in. Tidak ada lemari untuk ruang keluarga.
Rizal,6,10/29/2020,Tidak bisa sarapan dengan anak saya. Tarifnya 90k untuk 1 anak dan 180k untuk 2 anak.
Adilta G.,6,11/09/2020,Resepsionisnya kurang ramah adalah kesan pertama. Dapatkan kamar dengan view gedung dan tanpa informasi saat check-in. Tidak ada lemari untuk ruang keluarga.
Rizal,6,10/29/2020,Tidak bisa sarapan dengan anak saya. Tarifnya 90k untuk 1 anak dan 180k untuk 2 anak.
Abdul A.,6,08/31/2020,Air kotor acara mau mandi. Setelah keluhan dan teknisi datang. Dia menjelaskan hanya memperbaiki tangki air panas. Perlu 1 jam lagi agar air pemulihan kembali normal
Bella K.,6,02/02/2020,"kamar saya terkunci karena sistem pintu rusak, keluarga dan nenek saya di kursi roda menunggu di luar terlalu lama sekitar 2 jam di hari yang berangin, teknisi tidak profesional, membutuhkan waktu lama untuk memperbaiki pintu, tidak ada kompensasi dari manajemen . hari itu sebenarnya perayaan tahun baru bulan untuk keluarga besar saya dan semua keluarga saya yang datang juga menunggu pintu diperbaiki."
Abdul A.,6,08/31/2020,Air kotor acara mau mandi. Setelah keluhan dan teknisi datang. Dia menjelaskan hanya memperbaiki tangki air panas. Perlu 1 jam lagi agar air pemulihan kembali normal
Bella K.,6,02/02/2020,"kamar saya terkunci karena sistem pintu rusak, keluarga dan nenek saya di kursi roda menunggu di luar terlalu lama sekitar 2 jam di hari yang berangin, teknisi tidak profesional, membutuhkan waktu lama untuk memperbaiki pintu, tidak ada kompensasi dari manajemen . hari itu sebenarnya perayaan tahun baru bulan untuk keluarga besar saya dan semua keluarga saya yang datang juga menunggu pintu diperbaiki."
Andreas,6,11/16/2019,Saya tinggal di sana selama beberapa kali dan resepsionis tidak pernah berbicara ramah. Itu mengerikan.
Maria W.,6,08/31/2019,tidak ada fasilitas untuk anak-anak. harga tidak usah untuk panggilan keluarga
Andreas,6,11/16/2019,Saya tinggal di sana selama beberapa kali dan resepsionis tidak pernah berbicara ramah. Itu mengerikan.
Maria W.,6,08/31/2019,tidak ada fasilitas untuk anak-anak. harga tidak usah untuk panggilan keluarga
Sahputra,5.9,06/16/2018,Tidak akan menginap disini lagi dengan pelayanan saat check-in sangat jelek tidak ada bagus-bagusnya.
Sahputra,5.9,06/16/2018,Tidak akan menginap disini lagi dengan pelayanan saat check-in sangat jelek tidak ada bagus-bagusnya.
Anik T.,5.8,08/23/2020,"-Staf lumayan ramah, harus deposit 300rb saat check in. -Kamar cukup luas dan bersih, namun air untuk siram toilet agak mampet sehingga musti panggil teknisi/cleaning servis untuk membersihkan, sehingga air lancar kembali. -Ada kulkas di kamar 929 [deluxe twin], namun tidak bisa dingin. Ada coca cola, sprite dan air mineral tapi berbayar. - Kolam renang dingin dan tidak ada yang Kolam renang hangat seperti halnya di Harris water front atau harmoni one btm center, tidak disediakan handuk seperti layaknya kolam renang di hotel lain, letak kolam renang cukup terbuka dan kurang private karena orang yang renang terlihat dari loby dan restoran [kurang nyaman] - pemandangan cukup bagus karena bisa lihat suasana kota Batam di malam hari dari atas lantai 9 - breakfast kurang variasi, hanya ada nasi goreng, ayam, bihun, capcay, sosis, telur, bubur ayam, roti roti an. dan yang bikin nggak nyaman karena makanan/minuman tidak boleh ambil sendiri sehingga mau nambah atau icip icip makan kurang nyaman. untuk anak perlu tambah 95rb jika mau ikut breakfast. - check out hanya bisa maksimal jam 13.00 padahal hari masih hujan deras dan kami naik motor, sehingga musti nunggu hujan reda sebelum kembali ke rumah."
Anik T.,5.8,08/23/2020,"-Staf lumayan ramah, harus deposit 300rb saat check in. -Kamar cukup luas dan bersih, namun air untuk siram toilet agak mampet sehingga musti panggil teknisi/cleaning servis untuk membersihkan, sehingga air lancar kembali. -Ada kulkas di kamar 929 [deluxe twin], namun tidak bisa dingin. Ada coca cola, sprite dan air mineral tapi berbayar. - Kolam renang dingin dan tidak ada yang Kolam renang hangat seperti halnya di Harris water front atau harmoni one btm center, tidak disediakan handuk seperti layaknya kolam renang di hotel lain, letak kolam renang cukup terbuka dan kurang private karena orang yang renang terlihat dari loby dan restoran [kurang nyaman] - pemandangan cukup bagus karena bisa lihat suasana kota Batam di malam hari dari atas lantai 9 - breakfast kurang variasi, hanya ada nasi goreng, ayam, bihun, capcay, sosis, telur, bubur ayam, roti roti an. dan yang bikin nggak nyaman karena makanan/minuman tidak boleh ambil sendiri sehingga mau nambah atau icip icip makan kurang nyaman. untuk anak perlu tambah 95rb jika mau ikut breakfast. - check out hanya bisa maksimal jam 13.00 padahal hari masih hujan deras dan kami naik motor, sehingga musti nunggu hujan reda sebelum kembali ke rumah."
Heri B. H.,5.8,02/25/2018,Pihak keamanan terlalu berlebihan.
Heri B. H.,5.8,02/25/2018,Pihak keamanan terlalu berlebihan.
Giofedi,5.7,11/02/2020,"Datang check-in pukul 14.30, baru diberikan kunci pukul 16.00. Pelayanan yang sungguh luar biasa."
Ridha M.,5.7,10/31/2020,"Pelayanan receptionist a.n yessy sangat tidak menyenangkan karena menyela pembicaraan sewaktu checkin dengan menerima telp hotel itu adalah tindakan yang kurang sopan. Kita check in jam 02.15 siang, akan tetapi kamar masih belum tersedia dan kita harus menunggu. Itu adalah buruk untuk hotel sekelas aston. Pelayanan di restoran waktu sarapan juga kurang baik, Apakah tidak ada traning untuk attitude untuk para pegawainya di aston ? Saya rasa yang paling bertanggungjawab akan hal ini adakah manager operasional nya. Dia sepertinya tidak bisa menangani para pegawainya."
Tri W.,5.7,10/26/2020,"Baru bisa masuk kamar jam 15.54, karena kamar belum ready. Setelah keluar dari lift aroma rokok langsung tercium. Dari pas check-in sudah dibilang kamar family room tinggal satu-satunya dan smoking room, Jadi kamarnya benar bau rokok dan tidak ada pilihan walaupun kami bawa anak kecil."
Giofedi,5.7,11/02/2020,"Datang check-in pukul 14.30, baru diberikan kunci pukul 16.00. Pelayanan yang sungguh luar biasa."
Ridha M.,5.7,10/31/2020,"Pelayanan receptionist a.n yessy sangat tidak menyenangkan karena menyela pembicaraan sewaktu checkin dengan menerima telp hotel itu adalah tindakan yang kurang sopan. Kita check in jam 02.15 siang, akan tetapi kamar masih belum tersedia dan kita harus menunggu. Itu adalah buruk untuk hotel sekelas aston. Pelayanan di restoran waktu sarapan juga kurang baik, Apakah tidak ada traning untuk attitude untuk para pegawainya di aston ? Saya rasa yang paling bertanggungjawab akan hal ini adakah manager operasional nya. Dia sepertinya tidak bisa menangani para pegawainya."
Tri W.,5.7,10/26/2020,"Baru bisa masuk kamar jam 15.54, karena kamar belum ready. Setelah keluar dari lift aroma rokok langsung tercium. Dari pas check-in sudah dibilang kamar family room tinggal satu-satunya dan smoking room, Jadi kamarnya benar bau rokok dan tidak ada pilihan walaupun kami bawa anak kecil."
EKA G. A.,5.7,12/07/2019,"Saya memilih kamar deluxe king dengan tempat tidur king di aston dan kamar tersedia, tetapi ketika saya check-in maka mereka memberi saya twin deluxe untuk saya dengan alasan kamar yang saya pilih tidak tersedia, itu tidak masuk akal karena saya membayar kamar deluxe king beberapa minggu sebelumnya dengan kondisi tersedia."
EKA G. A.,5.7,12/07/2019,"Saya memilih kamar deluxe king dengan tempat tidur king di aston dan kamar tersedia, tetapi ketika saya check-in maka mereka memberi saya twin deluxe untuk saya dengan alasan kamar yang saya pilih tidak tersedia, itu tidak masuk akal karena saya membayar kamar deluxe king beberapa minggu sebelumnya dengan kondisi tersedia."
Sandra S.,5.6,04/25/2019,"kamar dan toiletnya tidak benar-benar bersih, dan tempat tidurnya tidak rapi. sarapan sarapan terburuk. Saya menurunkan peringkat kamar saya dari kamar utama ke kamar mewah karena kamar utama saya berada di gedung apartemen, itu bau dan kotor. Kamar deluxe lebih baik tapi masih kotor dan AC berisik. Saya terkena diare, diduga karena keju yang saya makan. Beruntung hanya dihabiskan selama 2 malam di sana. maaf untuk komentar buruk harap manajemen melakukan sesuatu karena hotel baru berusia satu tahun"
Sandra S.,5.6,04/25/2019,"kamar dan toiletnya tidak benar-benar bersih, dan tempat tidurnya tidak rapi. sarapan sarapan terburuk. Saya menurunkan peringkat kamar saya dari kamar utama ke kamar mewah karena kamar utama saya berada di gedung apartemen, itu bau dan kotor. Kamar deluxe lebih baik tapi masih kotor dan AC berisik. Saya terkena diare, diduga karena keju yang saya makan. Beruntung hanya dihabiskan selama 2 malam di sana. maaf untuk komentar buruk harap manajemen melakukan sesuatu karena hotel baru berusia satu tahun"
Anita R.,5.4,01/04/2021,"check-in 14.39, masih disuruh nunggu unit yang tersedia, pesan 3 unit apartment@ 3 bed room, handuk satu pun tidak ada di 3 unit apartment tersebut, Sabun hanya tersedia untuk 1 orang, telfon recepsionist minta handuk 2 jam kemudian baru dihantarkan ponakan saya sudah menggigil kedinginan, Saya bawa keluarga besar dengan kapasitas 15 orang totalnya saat breakfast baru masuk 2 orang di tahan di depan bolak balik ditanya dari room berapa, Saya tidak mau lagi kembali ke apartment aston pelita batam, Padahal maksud saya mengiklankan hotel aston kepada keluarga besar karena posisinya dekat rumah ibu saya."
Anita R.,5.4,01/04/2021,"check-in 14.39, masih disuruh nunggu unit yang tersedia, pesan 3 unit apartment@ 3 bed room, handuk satu pun tidak ada di 3 unit apartment tersebut, Sabun hanya tersedia untuk 1 orang, telfon recepsionist minta handuk 2 jam kemudian baru dihantarkan ponakan saya sudah menggigil kedinginan, Saya bawa keluarga besar dengan kapasitas 15 orang totalnya saat breakfast baru masuk 2 orang di tahan di depan bolak balik ditanya dari room berapa, Saya tidak mau lagi kembali ke apartment aston pelita batam, Padahal maksud saya mengiklankan hotel aston kepada keluarga besar karena posisinya dekat rumah ibu saya."
WITA R. O.,5.4,05/30/2019,"Laci kamarnya kotor banget, ada bekas makanan. Sangat menyesal saya menginap di apartemen aston sangat menjijikan! Jorok."
WITA R. O.,5.4,05/30/2019,"Laci kamarnya kotor banget, ada bekas makanan. Sangat menyesal saya menginap di apartemen aston sangat menjijikan! Jorok."
Tomy,5.4,02/09/2019,"AC tidak sejuk..... sepatu saya hilang dr kamar, respon manageman lama & hrs sy tinggal berhuhung sy harus terbang.... seraya menunggu info dr pihak manageman yg akan melakukan investigasi dlm bbrp hari kedepan.. semoga hasilnya sesuai harapan"
Tomy,5.4,02/09/2019,"Bilik a1503 kurang sejuk saya menginap 3 hari, di hari ke dua sepatu saya hilang, jawaban maneger menunggu ivestigasi beberapa hari, Sementara saya harus pulang, dan selanjutnya hanya bisa menunggu kabar dari pihak maneger. Semoga saja ada berita baik dalam hari ke depan."
Tomy,5.4,02/09/2019,"AC tidak sejuk..... sepatu saya hilang dr kamar, respon manageman lama & hrs sy tinggal berhuhung sy harus terbang.... seraya menunggu info dr pihak manageman yg akan melakukan investigasi dlm bbrp hari kedepan.. semoga hasilnya sesuai harapan"
Tomy,5.4,02/09/2019,"Bilik a1503 kurang sejuk saya menginap 3 hari, di hari ke dua sepatu saya hilang, jawaban maneger menunggu ivestigasi beberapa hari, Sementara saya harus pulang, dan selanjutnya hanya bisa menunggu kabar dari pihak maneger. Semoga saja ada berita baik dalam hari ke depan."
Rio R. S.,5.4,05/04/2022,"We were waiting from 2.30 until 4 pm and we haven't got the room for check-in. They said rooms are full and still waiting for cleaning, and after 1 hour they said doors are broken."
Rio R. S.,5.4,05/04/2022,"We were waiting from 2.30 until 4 pm and we haven't got the room for check-in. They said rooms are full and still waiting for cleaning, and after 1 hour they said doors are broken."
Junaid,5.1,11/13/2020,"Suasana yang sangat ramai dan bising, breakfastnya sangat tidak standart."
Junaid,5.1,11/13/2020,"Suasana yang sangat ramai dan bising, breakfastnya sangat tidak standart."
Anita R.,4.8,01/03/2021,"Check in lama, handuk tidak ada, minta handuk jam 6 sore baru di hantarkan setelah menunggu hampir 2 jam. sabun hanya untuk 1 orang padahal 1 apartemen 3 bedroom untuk 5 orang, jam 10 pagi besoknya kami sudah di telfon untuk check out, will never come back there again."
Anita R.,4.8,01/03/2021,"Check in lama, handuk tidak ada, minta handuk jam 6 sore baru di hantarkan setelah menunggu hampir 2 jam. sabun hanya untuk 1 orang padahal 1 apartemen 3 bedroom untuk 5 orang, jam 10 pagi besoknya kami sudah di telfon untuk check out, will never come back there again."
Makmur Y.,4.8,01/03/2019,Pesannya suite room dikasihnya apartemen room.
Makmur Y.,4.8,01/03/2019,Pesannya suite room dikasihnya apartemen room.
